,mom_12_1,mom_6_1,mom_3_1,low_vol,trend,liquidity,quality_proxy
2010-04-30,,,0.5216022579244464,,,-0.19952236213634392,
2010-05-03,,,-0.3986105080330004,,,-0.09834997828918801,
2010-05-04,,,-0.48078593139383413,,,0.25629613547546676,
2010-05-05,,,-0.3093790707772471,,,-0.14231437255753362,
2010-05-06,,,-0.26541467650890144,,,0.021710811984368215,
2010-05-07,,,0.5769648284845853,,,-0.18030829353017805,
2010-05-10,,0.2549934867564047,0.3201259227095093,,,-0.27583586626139817,
2010-05-11,,0.27442466348241423,0.3974164133738602,,,-0.20158488927485887,
2010-05-12,,-0.439209726443769,-0.3764654798089449,,,-0.009552757273122015,
2010-05-13,,-0.23588797221016064,-0.33152409900130264,,,0.02507598784194529,
2010-05-14,,0.19116369952236215,0.10117238384715588,,,-0.255427702996092,
2010-05-17,,-0.14383412939643941,-0.2774641771602258,,,-0.1247286148501954,
2010-05-18,,-0.3710377768128528,-0.4913156752062527,,,0.16739036039947894,
2010-05-19,,-0.36962657403386884,-0.2948328267477204,,,-0.10529743812418584,
2010-05-20,,0.26356925749023014,0.3009118541033434,,,-0.0026052974381241857,
2010-05-21,,0.11799826313504125,0.04613547546678245,,,0.0010855405992184109,
2010-05-24,,0.35269214068606164,0.24088145896656532,,,-0.053625705601389496,
2010-05-25,,0.15968302214502822,0.07739904472427268,,,-0.17564046895353888,
2010-05-26,,0.12386018237082067,0.05601389491967,,,-0.0694745983499783,
2010-05-27,,-0.00206252713851498,0.17227529309596176,,,-0.09541901867129832,
2010-05-28,,-0.18117672600955276,-0.16087711680416847,,,0.19496309161962655,
2010-06-01,,0.20690403821102907,0.029635258358662615,,,-0.22590099869735125,
2010-06-02,,0.1038862353452019,0.1435084672166739,,,-0.20679548415110724,
2010-06-03,,-0.45527572731220145,-0.37993920972644374,,,0.3101389491967,
2010-06-04,,-0.27160225792444637,0.027789839339991317,,,-0.07870169344333477,
2010-06-07,,-0.019648284845853233,-0.0967216673903604,,,-0.00303951367781155,
2010-06-08,,0.2980894485453756,0.3858011289622231,,,-0.3101389491967,
2010-06-09,,0.21732522796352582,0.006513243595310464,,,-0.21797655232305685,
2010-06-10,,0.12679114198871036,-0.09020842379504994,,,-0.09237950499348675,
2010-06-11,,0.1971395229645591,0.2969034115132539,,,-0.2503867344260769,
2010-06-14,,-0.06773773339122884,-0.3860182370820669,,,-0.17205818497611808,
2010-06-15,,0.00021710811984368216,-0.10149804602692139,,,0.07989578810247502,
2010-06-16,,0.04971775944420321,0.13069908814589665,,,-0.2957012592270951,
2010-06-17,,-0.013135041250542769,-0.1674989144594008,,,0.04168475900998697,
2010-06-18,,-0.1514329135909683,-0.2339339991315675,,,-0.037234042553191495,
2010-06-21,,-0.3419452887537994,-0.11224489795918367,,,0.4194528875379939,
2010-06-22,,0.17433782023447675,0.1718410768562744,,,-0.3240338688666956,
2010-06-23,,-0.26443768996960487,0.18519322622666087,,,0.16608771168041686,
2010-06-24,,0.154363873208858,-0.1374294398610508,,,-0.1088797221016066,
2010-06-25,,0.1609856708640903,0.4219496309161963,,,-0.09824142422926617,
2010-06-28,,-0.1471993052540165,0.5124837168910117,,,0.04635258358662614,
2010-06-29,,0.07696482848458532,0.24652627008250105,,,-0.11984368215371255,
2010-06-30,,0.09639600521059487,-0.11430742509769865,,,-0.2523881893182805,
2010-07-01,,-0.2391445940078159,0.08011289622231872,,,0.0066217976552323055,
2010-07-02,,-0.08597481545809812,-0.03766825879287885,,,0.299174989144594,
2010-07-06,,0.1149587494572297,-0.06665219279201041,,,0.03300043421623968,
2010-07-07,,-0.17564046895353888,0.01726009552757273,,,0.05395136778115501,
2010-07-08,,-0.03940512375162831,-0.02518454190186713,,,-0.02746417716022579,
2010-07-09,,-0.001628310898827616,-0.04613547546678245,,,0.21971341728180632,
2010-07-12,,-0.045809813287016936,-0.3617021276595745,,,-0.13656100738167606,
2010-07-13,,-0.09129396439426833,-0.06437255753365176,,,0.1816109422492401,
2010-07-14,,0.21526270082501084,0.3611593573599653,,,-0.2188449848024316,
2010-07-15,,0.364090316977855,0.36419887103777676,,,-0.004884932696482848,
2010-07-16,,-0.08054711246200608,-0.135258358662614,,,-0.10052105948762484,
2010-07-19,,-0.27095093356491534,-0.19072948328267478,,,0.08391228831958317,
2010-07-20,,0.2653061224489796,0.08347807207989578,,,-0.21623968736430746,
2010-07-21,,-0.11571862787668259,-0.19366044290056447,,,-0.21081198436821533,
2010-07-22,,0.14155449413808077,0.16456795484151107,,,-0.276595744680851,
2010-07-23,,-0.2633521493703864,-0.3013460703430308,,,0.019431176726009552,
2010-07-26,,0.018562744246634823,0.11159357359965262,,,0.15642640034737298,
2010-07-27,,0.24978289188015632,0.0864090316977855,,,0.22210160660008685,
2010-07-28,,-0.10475466782457664,-0.018671298306556665,,,0.16966999565783758,
2010-07-29,,0.09585323491098566,0.01715154146765089,,,-0.3314155449413808,
2010-07-30,,-0.2050586191923578,-0.1845419018671298,,,0.22394702561875815,
2010-08-02,,0.2204732957012592,0.38558402084237947,,,0.23708206686930092,
2010-08-03,,0.03300043421623968,0.013894919669995658,,,-0.42260095527572733,
2010-08-04,,0.16641337386018235,0.05666521927920104,,,-0.05460269214068606,
2010-08-05,,0.08174120712114633,0.22557533651758574,,,-0.084020842379505,
2010-08-06,,-0.03810247503256621,0.06545809813287017,,,-0.031046461137646548,
2010-08-09,,0.20017368649587494,0.2693226226660877,,,0.05775075987841945,
2010-08-10,,0.1757490230134607,0.09943551888840642,,,0.2418584455058619,
2010-08-11,,-0.018454190186712984,-0.08760312635692576,,,0.0570994355188884,
2010-08-12,,0.05959617889709075,-0.06426400347372992,,,-0.11712983065566653,
2010-08-13,,-0.006187581415544941,0.02442466348241424,,,0.23187147199305255,
2010-08-16,,-0.03419452887537994,-0.05492835432045158,,,-0.18693009118541032,
2010-08-17,,0.01650021710811984,-0.0035822839774207554,,,-0.06893182805036908,
2010-08-18,,0.31762917933130697,0.10030395136778116,,,0.04504993486756405,
2010-08-19,,0.3383630047763786,0.18834129396439428,,,-0.18258792878853666,
2010-08-20,,0.06318017751397215,0.12456916442832135,,,0.15550791114908094,
2010-08-23,,0.14188015631784628,0.02844116369952236,,,-0.30905340859748154,
2010-08-24,,-0.24359531046461136,-0.4545158488927486,,,0.12342596613113331,
2010-08-25,,0.34574468085106386,0.02149370386452453,,,-0.21938775510204084,
2010-08-26,,-0.22948328267477205,0.05221450282240556,,,-0.19724272687798522,
2010-08-27,,0.4507164567954841,0.2593356491532783,,,-0.013786365610073816,
2010-08-30,,0.48816760746851934,0.1873643074250977,,,0.03256621797655233,
2010-08-31,,-0.028875379939209724,0.11799826313504125,,,-0.001845419018671298,
2010-09-01,,-0.3587711680416847,0.033651758575770734,,,-0.17933130699088146,
2010-09-02,,-0.48132870169344333,-0.06382978723404255,,,0.08532349109856709,
2010-09-03,,0.6275510204081634,0.31089882761615284,,,-0.02116804168475901,
2010-09-07,,0.06914893617021275,0.1704298740772905,,,0.28897090751194093,
2010-09-08,,-0.13482414242292662,0.0066217976552323055,,,0.135258358662614,
2010-09-09,,0.1075770733825445,0.07273122014763353,,,-0.0014112027789839339,
2010-09-10,,-0.2484802431610942,-0.20397307859313937,,,0.09107685627442465,
2010-09-13,-0.18345636126791143,-0.1683673469387755,-0.2820234476769431,,,-0.13037342596613113,
2010-09-14,-0.12700825010855404,-0.0737082066869301,-0.018671298306556665,,,0.2066869300911854,
2010-09-15,0.15773332977285484,0.0037452167083024722,0.009878687549435506,,,0.03783211660415685,
2010-09-16,0.13276161528441163,0.16587060356057318,-0.012375162831089881,,,-0.3675640468953539,
2010-09-17,0.09455058619192358,0.047329570125922704,0.1442683456361268,,,0.07001736864958749,
2010-09-20,0.10052105948762484,0.0035822839774207554,0.007056013894919669,,,-0.22188449848024314,
2010-09-21,-0.006730351715154147,0.055471124620060784,-0.0005427702996092054,,,-0.12386018237082067,
2010-09-22,-0.07598784194528875,-0.015740338688666956,-0.24782891880156319,,,-0.004993486756404689,
2010-09-23,-0.16456795484151107,-0.21895353886235344,-0.09020842379504994,,,0.010638297872340427,
2010-09-24,-0.10866261398176291,-0.03126356925749023,-0.12874511506730352,,,0.010746851932262266,
2010-09-27,0.11517585757707338,-0.041793313069908807,-0.0570994355188884,,,-0.3171949630916196,
2010-09-28,0.007490230134607034,0.2724706904038211,0.11854103343465046,,,-0.012917933130699088,
2010-09-29,-0.19398610508033,-0.25412505427702997,-0.31046461137646547,,,-0.11886669561441597,
2010-09-30,0.0022796352583586625,-0.0644811115935736,-0.08706035605731655,,,0.05492835432045158,
2010-10-01,0.27149370386452454,0.25282240555796787,0.16728180633955708,,,0.10442900564481113,
2010-10-04,0.10432045158488927,-0.03397742075553625,-0.19572297003907946,,,0.14448545375597047,
2010-10-05,-0.019268868571701125,0.08689988333322113,-0.15615925318530743,,,0.12706597556718965,
2010-10-06,0.2984151107251411,0.12342596613113331,0.1622883195831524,,,0.030178028658271818,
2010-10-07,-0.15870603560573165,-0.19778549717759444,-0.15219279201042119,,,0.05623100303951368,
2010-10-08,-0.14730785931393833,-0.24891445940078155,-0.3160008684324794,,,0.015740338688666956,
2010-10-11,0.007598784194528876,0.2063612679114199,0.24782891880156319,,,0.27290490664350847,
2010-10-12,-0.009878419452887538,0.2063612679114199,0.036257056013894916,,,-0.10421189752496743,
2010-10-13,0.3017802865827182,0.22351280937907075,-0.16576204950065132,,,-0.04461571862787668,
2010-10-14,0.13406426400347374,0.1398176291793313,0.14850195397307858,,,0.10768562744246635,
2010-10-15,-0.4279201042118975,-0.27529309596178897,-0.40924880590534085,,,0.19496309161962655,
2010-10-18,-0.07935301780286583,-0.1635909683022145,-0.0967216673903604,,-0.21927920104211898,-0.24522362136343898,
2010-10-19,-0.06410291206529303,-0.07658696775963461,-0.15008006084719328,,-0.11349634981247057,0.027627758036608087,
2010-10-20,0.26161528441163695,0.15838037342596611,0.32598784194528874,,0.23013460703430308,-0.029092488059053408,
2010-10-21,0.11811964025750507,0.1046574753752159,0.20605797537568443,,0.1889045717353482,-0.07871023822306175,
2010-10-22,0.012375162831089881,-0.06491532783326097,0.15675206252713852,,0.161202778983934,-0.28104646113764653,
2010-10-25,0.23588797221016064,0.12147199305254017,-0.032023447676943116,,0.1741207121146331,0.1665219279201042,
2010-10-26,-0.14709075119409465,-0.32359965262700824,0.001519756838905775,,-0.1895353886235345,0.08738601823708206,
2010-10-27,-0.18389057750759877,0.004559270516717325,-0.24370386452453321,,-0.18410768562744245,0.028224055579678674,
2010-10-28,0.055471124620060784,-0.0066217976552323055,-0.21656534954407294,,-0.005753365175857577,-0.1993052540165002,
2010-10-29,-0.3195831524099001,-0.15675206252713852,0.003799392097264438,,-0.18150238818931827,0.17889709075119412,
2010-11-01,0.11745549283543204,-0.04211897524967434,0.04993486756404689,,-0.008792878853669127,-0.24044724272687798,
2010-11-02,-0.03603994789405124,-0.062418584455058615,0.2938558402084238,,-0.04548415110725141,0.041467650890143294,
2010-11-03,-0.13536691272253581,-0.23165436387320887,0.03842813721233174,,-0.18171949630916195,0.03213200173686496,
2010-11-04,-0.0814155449413808,-0.07859313938341293,0.12082066869300913,,-0.05373425966131133,0.11810681719496308,
2010-11-05,0.13069908814589665,0.15392965696917063,0.12440295267042986,,0.10768562744246635,0.16315675206252714,
2010-11-08,0.12972210160660008,0.21841076856274425,-0.023990447242726875,,0.11951801997394704,0.09324793747286149,
2010-11-09,-0.05395136778115501,0.01921406860616587,-0.22210160660008685,,-0.007924446374294397,0.05199739470256187,
2010-11-10,0.05959617889709075,0.12244897959183673,-0.10475466782457664,,-0.022362136343899264,-0.18693009118541032,
2010-11-11,0.022036474164133738,-0.18334780720798957,-0.02138514980460269,,-0.0140034737299175,-0.21341728180633956,
2010-11-12,-0.0039079461571862786,-0.12168910117238384,-0.32685627442466353,,-0.11517585757707338,-0.049174989144594006,
2010-11-15,-0.10052105948762484,-0.1921406860616587,-0.3686495874945723,,-0.2420755536257056,0.007924446374294397,
2010-11-16,0.3098132870169344,0.4310681719496309,0.42933130699088146,,0.3525835866261398,-0.11191923577941816,
2010-11-17,0.2687798523664785,0.3893834129396439,0.29874077290490664,,0.2887537993920973,0.036257056013894916,
2010-11-18,0.10410616879020494,0.16288978755964809,0.17982468050153752,,0.20647542548380587,-0.2995630581611789,
2010-11-19,0.3975249674337821,0.28462874511506725,0.17911419887103777,,0.3530296022201665,-0.19842738205365404,
2010-11-22,0.36474164133738596,0.23979591836734696,0.08684324793747286,,0.386332099907493,-0.1053422756706753,
2010-11-23,0.0734910985670864,0.21450282240555799,0.29201042118975246,,0.21056891766882518,-0.06810823311748382,
2010-11-24,0.24250976986539294,0.1323273990447243,0.17607468519322622,,0.20675300647548567,-0.04521276595744681,
2010-11-26,-0.022742692764909214,0.0936304177075618,-0.17168290504870606,,0.0039316585255364305,0.2542857969898415,
2010-11-29,-0.0033651758575770734,-0.048198002605297434,-0.2573816760746852,,0.01561054579093432,-0.25150323774283073,
2010-11-30,-0.149587494572297,0.06600086843247936,0.20115067303517153,,0.0049722479185938945,-0.13135985198889918,
2010-12-01,-0.3307642205818498,-0.13580112896222318,0.07783326096396005,,-0.27474560592044406,-0.08915356151711379,
2010-12-02,-0.22752930959617887,0.0005427702996092054,0.16033434650455924,,-0.1751850138760407,0.005666049953746532,
2010-12-03,0.21732522796352582,0.2079895788102475,0.22774641771602258,,0.19067992599444958,0.07146160962072157,
2010-12-06,-0.014546244029526704,0.04939209726443768,0.10551454624402953,,0.02370490286771508,0.029949121184088805,
2010-12-07,-0.26910551454624404,-0.11018237082066869,0.08250108554059922,,-0.12164662349676227,0.024051803885291396,
2010-12-08,-0.044072948328267476,-0.21287451150673034,-0.319691706469822,,-0.2593663274745606,0.0971322849213691,
2010-12-09,-0.26953973078593135,-0.12885366912722535,-0.05959617889709075,,-0.2475716928769658,-0.13864477335800185,
2010-12-10,-0.07504625346901017,-0.12361239592969474,-0.10117946345975948,,-0.13390379278445885,-0.2132284921369103,
2010-12-13,-0.12603126356925748,-0.07056013894919669,-0.13048198002605296,,-0.18732654949121186,-0.04613783533765032,
2010-12-14,0.23046026921406862,0.19496309161962655,0.01096396005210595,,0.15437095282146163,0.23820536540240517,
2010-12-15,0.21927920104211898,0.00303951367781155,-0.02746417716022579,,0.10904255319148937,-0.0807123034227567,
2010-12-16,-0.06643508467216673,0.07240555796786799,0.11821537125488493,,-0.006359851988899168,-0.18061979648473636,
2010-12-17,-0.2945071645679548,-0.1661962657403387,-0.286908380373426,,-0.22698889916743756,0.09759481961147086,
2010-12-20,0.15447242726877985,0.32729049066435084,0.29993486756404686,,0.28769657724329323,0.08716891011723837,
2010-12-21,-0.17878853669127226,-0.25651324359531047,-0.26194094659140255,,-0.183163737280296,0.12787668258792878,
2010-12-22,-0.20657837603126358,-0.4436604429005645,-0.3611593573599653,,-0.4553654024051804,0.05905340859748154,
2010-12-23,-0.33391228831958314,0.007490230134607034,0.05981328701693444,,-0.16940333024976872,-0.08901432913590969,
2010-12-27,0.038320623131326746,-0.1868266073909726,-0.06502564661661393,,-0.17420716378590095,0.16001302689964764,
2010-12-28,0.22297003907946156,0.005861919235779418,-0.21330872774641768,,-0.01595744680851064,-0.19203213200173685,
2010-12-29,-0.037125488493269646,0.13059053408597482,0.3548632218844984,,0.04555966697502313,-0.17194963091619625,
2010-12-30,-0.4362787668258793,-0.2965696917064698,-0.008467216673903604,,-0.4518963922294173,-0.09042553191489362,
2010-12-31,-0.00010855405992184108,0.3190403821102909,0.3379287885366913,,0.28295559666975023,0.09292227529309596,
2011-01-03,-0.2299174989144594,-0.09693877551020409,-0.16521927920104212,-0.2037559704732957,-0.24202127659574468,0.16272253582283974,-0.46396005210594876
2011-01-04,-0.2357794181502388,0.052540165002171076,0.1609856708640903,-0.5210594876248372,-0.054925994449583716,0.055145462440295265,-0.2988493269648285
2011-01-05,-0.07913590968302216,0.033217542336083365,-0.077181936604429,-0.13059053408597482,0.0862627197039778,0.05720798957881025,-0.31382978723404253
2011-01-06,0.07153712548849327,0.17987407729049062,-0.11626139817629179,0.1419887103777681,0.09308510638297873,-0.014654798089448546,0.03028658271819366
2011-01-07,0.19876248371689104,0.3977420755536257,0.29646113764654797,-0.407837603126357,0.3925763182238668,-0.19268345636126788,0.3024316109422492
2011-01-10,-0.10269214068606165,-0.09834997828918801,-0.1202778983933999,0.1807425097698654,-0.20640610545790933,0.11126791141988711,-0.14676508901432914
2011-01-11,-0.49066435084672166,-0.23295701259227092,-0.15631784628745113,-0.13732088580112894,-0.23369565217391305,0.2784411636995224,-0.43465045592705165
2011-01-12,0.4696048632218845,0.2924446374294399,0.20397307859313937,-0.001845419018671298,0.4010175763182238,-0.09759009986973512,0.5446157186278767
2011-01-13,0.16196265740338686,0.13970907511940947,0.21493703864524533,-0.34476769431176724,0.3157955596669751,-0.0650238818931828,0.3202344767694312
2011-01-14,0.12380926538605709,0.022634135758871462,-0.19616250991021936,0.22172768483211014,0.016247000671702014,0.05313865445548,-0.018997476056606743
2011-01-18,0.22926617455492834,-0.10453755970473297,-0.33391228831958314,0.6275510204081634,-0.20316836262719704,-0.09075119409465914,0.0747937472861485
2011-01-19,-0.482197134172818,-0.23719062092922275,0.0383195831524099,0.09476769431176725,-0.45964384828862165,0.005427702996092054,-0.41956144159791575
2011-01-20,0.23056882327399042,-0.04233608336951802,0.09650455927051672,0.3710377768128528,0.14327012025901945,-0.1403603994789405,0.15903169778549717
2011-01-21,-0.14654798089448545,0.07327399044724273,-0.10060129509713228,-0.11604429005644812,-0.17911655874190563,-0.0734910985670864,-0.1165870603560573
2011-01-24,-0.11593573599652628,-0.07425097698653929,-0.31024750325662176,0.238384715588363,-0.10071692876965772,0.13471558836300476,-0.06469821971341728
2011-01-25,0.2579244463742944,0.4545158488927486,0.2243812418584455,-0.08543204515848893,0.3459759481961147,-0.12809379070777246,0.4119626574033869
2011-01-26,0.17917333846531103,0.3863001059853434,0.4083371782110072,-0.33663527572307145,0.4261802204666033,-0.17591662828417845,0.08760550387246653
2011-01-27,0.05644811115935735,-0.26183239253148066,-0.4561441597915762,0.25868432479374726,-0.2309204440333025,0.06513243595310465,0.07490230134607034
2011-01-28,-0.039730785931393835,0.20408163265306123,0.29798089448545373,-0.149587494572297,-0.07828399629972249,-0.06426400347372992,0.030178028658271818
2011-01-31,0.31708640903169777,0.3662613981762918,0.5194311767260096,-0.34161962657403383,0.2429463459759482,0.13178462874511507,0.03940512375162831
2011-02-01,-0.06469821971341728,-0.1310247503256622,-0.2573816760746852,-0.11018237082066869,-0.28191489361702127,-0.03397742075553625,-0.14188015631784628
2011-02-02,-0.24001302648719064,-0.24804602692140684,-0.04125054277029961,0.007164567954841511,-0.11054579093432007,-0.22155883630047765,-0.10366912722535823
2011-02-03,0.26552323056882327,0.1744463742943986,-0.3110073816760747,-0.373643074250977,0.19576780758556891,0.017477203647416412,0.24782891880156319
2011-02-04,-0.18725575336517583,-0.09107685627442465,0.0552540165002171,0.07153712548849327,-0.22271045328399633,0.14839339991315675,-0.12331741207121147
2011-02-07,0.10432045158488927,-0.12375162831089882,-0.07707338254450716,0.1635909683022145,0.037580943570767814,0.026378636561007383,0.12060356057316543
2011-02-08,0.16207121146330872,-0.0589448545375597,-0.14926183239253146,0.14622231871471994,0.08221554116558742,-0.07598784194528875,0.33326096396005206
2011-02-09,0.2977637863656101,0.21048632218844984,-0.06317846287451151,-0.17987407729049062,0.1939176688251619,-0.17813721233174123,0.2845201910551454
2011-02-10,0.4017585757707338,0.5755536257056014,0.050477637863656104,-0.5594876248371689,0.508903792784459,-0.050477637863656104,0.3912288319583153
2011-02-11,0.07707338254450716,0.07859313938341293,-0.07392531480677378,-0.40599218410768556,0.19727104532839967,0.19224924012158054,0.0438558402084238
2011-02-14,-0.23057508082418696,-0.17103156301247957,-0.12125817574416989,0.18964908954795415,-0.279321210836272,-0.11838141508416945,-0.2225418623773933
2011-02-15,0.06610942249240122,0.286908380373426,0.2840859748154581,-0.2331741207121146,0.24664662349676228,-0.11029092488059053,0.08000434216239687
2011-02-16,-0.031895205841471895,0.13537742923824736,-0.022081296351788234,-0.053322241560614554,-0.009527515241494389,-0.009486779173360872,-0.12251030346288436
2011-02-17,0.02377333912288319,0.06013894919669995,0.025510204081632654,0.1534954407294833,-0.005926979611190137,-0.2449939818360871,0.045592705167173245
2011-02-18,-0.24196699956578377,-0.4110942249240121,-0.2248154580981329,0.6926834563612678,-0.38738738738738737,-0.001641317430791115,-0.22720364741641338
2011-02-22,-0.08380373425966132,-0.23480243161094225,0.11528441163699521,0.42672600955275725,-0.14248458985301088,0.43932596564175513,-0.11278766825879287
2011-02-23,0.20353886235345203,0.20147633521493705,0.02040816326530612,-0.2778983933999132,0.11664295874822189,-0.1780282306598096,0.17943986105080328
2011-02-24,-0.11354754667824576,0.23382544507164568,0.14861050803300044,-0.4322622666087712,0.1251778093883357,-0.10734215997373893,-0.06328701693443335
2011-02-25,-0.07859313938341293,-0.14144594007815894,-0.2156969170646982,0.4413808076422058,-0.025841631104789,-0.14848451690556952,0.05829353017802865
2011-02-28,-0.42346938775510207,-0.5474381241858446,-0.1746634824142423,0.4571211463308727,-0.5851114272166903,0.024400919137761243,-0.3617021276595745
2011-03-01,0.0219279201042119,-0.12679114198871036,0.012049500651324358,-0.21743378202344768,0.07159791370317686,-0.2397417660575555,0.07153712548849327
2011-03-02,0.03310898827616153,0.1382978723404255,0.13677811550151975,-0.1310247503256622,0.3513513513513513,-0.2147937411095306,0.13569257490230133
2011-03-03,-0.03918801563178463,-0.18779852366478503,-0.29255319148936165,0.16348241424229265,-0.24063537221431955,-0.3355947040157567,0.08684324793747286
2011-03-04,-0.35508033000434214,-0.36354754667824574,-0.2945071645679548,0.676943117672601,-0.4174964438122332,0.09486814749972645,-0.24663482414242294
2011-03-07,-0.19387755102040818,0.15827181936604431,-0.02312201476335215,0.04114198871037777,-0.03437648174490279,-0.35178903599956235,-0.15240990013026484
2011-03-08,-0.31643508467216674,-0.40284411636995227,-0.39068606165870595,0.486973512809379,-0.4717875770507349,0.03621840463945727,-0.3237082066869301
2011-03-09,-0.1831306990881459,-0.24413808076422058,-0.27887537993920974,0.2798523664785063,-0.4468942626837363,-0.2506838822628296,0.047003907946157185
2011-03-10,0.045628624575992996,0.20582120582120578,0.04540978225188752,-0.36615284411637,0.006875296348980559,0.20385162490425648,-0.06849761181068172
2011-03-11,0.04374728614850194,-0.11626139817629179,0.011506730351715153,0.19865392965696918,0.05689900426742531,0.3115220483641536,-0.020733825445071647
2011-03-14,0.3675640468953539,0.22090751194094657,0.17726877985236647,-0.028766825879287885,0.06875296348980559,-0.11390742969690337,0.3136126791141988
2011-03-15,-0.1718410768562744,-0.292336083369518,-0.11213634389926183,-0.03907946157186278,-0.37956377430061633,-0.17496443812233284,-0.28430308293530177
2011-03-16,0.023556231003039517,0.24533217542336083,0.07783326096396005,0.1783543204515849,0.3188715030820294,0.18043549622496993,0.027681285280069474
2011-03-17,-0.12125488493269647,-0.0028224055579678677,0.022687798523664784,0.07935301780286583,-0.04599336178283546,-0.24280555859503228,-0.11723838471558837
2011-03-18,0.4030612244897959,0.17455492835432043,0.15707772470690404,-0.10953104646113765,0.11474632527264104,0.07305688232739904,0.40251845419018667
2011-03-21,-0.29939209726443766,-0.23740772904906643,-0.12016934433347806,0.28907946157186276,-0.3674727358937884,0.19952236213634392,-0.17433782023447675
2011-03-22,0.32001736864958746,0.15979157620495005,0.24196699956578377,-0.2502171081198437,0.08914177335229967,0.08304385584020843,0.1921406860616587
2011-03-23,0.4526704298740773,0.3153495440729483,0.0013026487190620929,-0.2694311767260095,0.5839260312944522,-0.2440295267042987,0.2484802431610942
2011-03-24,0.2161311333043856,0.17270950933564916,0.40230134607034307,0.23501953973078593,0.234945471787577,0.06545809813287017,0.41739036039947897
2011-03-25,0.03571428571428571,-0.01156336725254394,-0.08803734259661311,-0.09400781589231437,0.043148411569464196,-0.03962223187147199,0.036148501953973074
2011-03-28,0.0980243161094225,-0.020299609205384282,-0.0906426400347373,0.2034303082935302,0.07017543859649122,-0.1545809813287017,0.17618323925314808
